"business_id","name","address","city","state","postal_code","stars_y","business_id","name","address","city","state","stars_y","BusinessParking","Caters","NoiseLevel","OutdoorSeating","RestaurantsDelivery","RestaurantsTableService"
"WhXlv34bw0-112MqSPmCHw","KFC","3770 William Penn Hwy","Monroeville","PA","15146",2,"WhXlv34bw0-112MqSPmCHw","KFC","3770 William Penn Hwy","Monroeville","PA",2,NA,"True",NA,NA,"False",NA
"wztnDEbXD1VNvHMMPj2tMw","Steak n Shake","597 E Aurora Rd","Macedonia","OH","44056",1.5,"wztnDEbXD1VNvHMMPj2tMw","Steak n Shake","597 E Aurora Rd","Macedonia","OH",1.5,NA,"False","average","False","False",NA
"zMPfZdODe82SL_zxnv7asg","Chipotle Mexican Grill","310 Mcholme Dr","Pittsburgh","PA","15275",3,"zMPfZdODe82SL_zxnv7asg","Chipotle Mexican Grill","310 Mcholme Dr","Pittsburgh","PA",3,NA,"True","loud","False","False",NA
"XcBRdmFOBEKmgKbPvz5s0g","Burger King","1901 Route 286","Pittsburgh","PA","15239",2,"XcBRdmFOBEKmgKbPvz5s0g","Burger King","1901 Route 286","Pittsburgh","PA",2,NA,NA,NA,NA,"False",NA
"Uj77Cm-azkhW-F-vMIBbfg","Taqueria Gonzalez","2606 Allen Blvd","Middleton","WI","53562",4.5,"Uj77Cm-azkhW-F-vMIBbfg","Taqueria Gonzalez","2606 Allen Blvd","Middleton","WI",4.5,NA,"True","average","False","True","True"
"BaIRfAJzaqL0VKizwlTciw","Feeney's Weenies","2102 Broadway Ave","Pittsburgh","PA","15216",4.5,"BaIRfAJzaqL0VKizwlTciw","Feeney's Weenies","2102 Broadway Ave","Pittsburgh","PA",4.5,NA,"True","average","False","True","False"
"cFDpY9Y-s2yNnsqNk__xqQ","Chick-fil-A","5300 Riverside Dr","Cleveland","OH","44135",4,"cFDpY9Y-s2yNnsqNk__xqQ","Chick-fil-A","5300 Riverside Dr","Cleveland","OH",4,NA,"False",NA,"False","False","False"
"kU-PnJKZfYycGfHYE719Lg","Popeyes Louisiana Kitchen","46402 Middleridge Rd, Ste 5","Amherst","OH","44001",2,"kU-PnJKZfYycGfHYE719Lg","Popeyes Louisiana Kitchen","46402 Middleridge Rd, Ste 5","Amherst","OH",2,"None","False","average","True","False",NA
"ghovD5ZTGDQ5Q2U4ERddWw","Five Guys","3863 Medina Rd","Fairlawn","OH","44333",4,"ghovD5ZTGDQ5Q2U4ERddWw","Five Guys","3863 Medina Rd","Fairlawn","OH",4,NA,"False","loud","False","True",NA
"E9fhAPEnwiKkH85gmuYbdw","Erbert and Gerbert's","900 Windsor St","Sun Prairie","WI","53590",3,"E9fhAPEnwiKkH85gmuYbdw","Erbert and Gerbert's","900 Windsor St","Sun Prairie","WI",3,NA,"True","average","False","True","False"
"GeeR1ScER2WpFoJs1sTjsA","Panda Express","1401 Center Rd","Avon","OH","44011",2.5,"GeeR1ScER2WpFoJs1sTjsA","Panda Express","1401 Center Rd","Avon","OH",2.5,NA,NA,"average","True","False","False"
"j6wN7ZFx5bl2t4KfLaAbJQ","Rockne's","1450 E Main St","Kent","OH","44240",2.5,"j6wN7ZFx5bl2t4KfLaAbJQ","Rockne's","1450 E Main St","Kent","OH",2.5,NA,"False","loud","False","False",NA
"khHxKm1_x6syS5W2LTX0lw","Quiznos","116 Gammon Rd","Madison","WI","53719",3,"khHxKm1_x6syS5W2LTX0lw","Quiznos","116 Gammon Rd","Madison","WI",3,NA,NA,NA,"False","True",NA
"UT7I809RZYVsRzUUsCDTbQ","Mixed Greens","230 W Huron Rd","Cleveland","OH","44113",3.5,"UT7I809RZYVsRzUUsCDTbQ","Mixed Greens","230 W Huron Rd","Cleveland","OH",3.5,NA,"False",NA,"False","False",NA
"pIhteCW9zwjWzemoJwm4lw","Chipotle Mexican Grill","1615 W River Rd N","Elyria","OH","44035",3,"pIhteCW9zwjWzemoJwm4lw","Chipotle Mexican Grill","1615 W River Rd N","Elyria","OH",3,NA,"True","average","True","False",NA
"hV8LFG_UleDQFHvqzBPqPQ","Subway Restaurants","101 W. Station Square Drive","Pittsburgh","PA","15219",3,"hV8LFG_UleDQFHvqzBPqPQ","Subway Restaurants","101 W. Station Square Drive","Pittsburgh","PA",3,NA,"True",NA,"True","True",NA
"oqVcCVbwjcA1LXzGfR2z9w","McDonald's","2741 Leechburg Rd","Lower Burrell","PA","15068",1.5,"oqVcCVbwjcA1LXzGfR2z9w","McDonald's","2741 Leechburg Rd","Lower Burrell","PA",1.5,NA,NA,NA,NA,"True",NA
"-kTHAUKuzh7cFZjVAW55Ug","Chipotle Mexican Grill","16729 Lorain Ave","Cleveland","OH","44111",2.5,"-kTHAUKuzh7cFZjVAW55Ug","Chipotle Mexican Grill","16729 Lorain Ave","Cleveland","OH",2.5,NA,"True","average","True","False",NA
"Hl_RQeOOaEjWvO7eGkb1Lg","Burger King","36240 Detroit Rd","Avon","OH","44011",1.5,"Hl_RQeOOaEjWvO7eGkb1Lg","Burger King","36240 Detroit Rd","Avon","OH",1.5,NA,NA,NA,NA,"None",NA
"hCxM2MH3cDaqozUDpydXZg","McDonald's","6400 Middle Ridge Rd","Lorain","OH","44053",3,"hCxM2MH3cDaqozUDpydXZg","McDonald's","6400 Middle Ridge Rd","Lorain","OH",3,NA,"False","average","False","True",NA
"f0O3dXG2t3QUFw8ogNRVjA","Wendy's","5740 Broadview","Parma","OH","44134",1.5,"f0O3dXG2t3QUFw8ogNRVjA","Wendy's","5740 Broadview","Parma","OH",1.5,NA,"False","average","False","False",NA
"q8TX-umIvle22sSC3kkHlw","Burger King","2828 Medina Rd","Medina","OH","44256",3.5,"q8TX-umIvle22sSC3kkHlw","Burger King","2828 Medina Rd","Medina","OH",3.5,NA,NA,NA,NA,NA,NA
"usdef3dIb6VXGV8peev2_w","Five Guys","26037 Lorain Rd","North Olmsted","OH","44070",3.5,"usdef3dIb6VXGV8peev2_w","Five Guys","26037 Lorain Rd","North Olmsted","OH",3.5,NA,"False","average","False","False",NA
"DNKb7_EJPGBULaUwL0mq8g","McDonald's","2925 Freeport Rd","Pittsburgh","PA","15238",2,"DNKb7_EJPGBULaUwL0mq8g","McDonald's","2925 Freeport Rd","Pittsburgh","PA",2,NA,"False","average","False","True","False"
"bVE26iEtkEsAWZHMVyAPeQ","Five Guys","3100 Westgate","Fairview Park","OH","44116",3,"bVE26iEtkEsAWZHMVyAPeQ","Five Guys","3100 Westgate","Fairview Park","OH",3,NA,NA,"average","True","True",NA
"di3wdIs-q4Y3GHM2YFYIdg","McDonald's","482 Howe Ave","Cuyahoga Falls","OH","44221",3,"di3wdIs-q4Y3GHM2YFYIdg","McDonald's","482 Howe Ave","Cuyahoga Falls","OH",3,NA,"False","average","False","True",NA
"pfGV7rxls65U-yusYR_zfw","Burger King","7998 Leavitt Rd","Amherst","OH","44001",2,"pfGV7rxls65U-yusYR_zfw","Burger King","7998 Leavitt Rd","Amherst","OH",2,NA,NA,NA,NA,"False",NA
"wSJflDkXz9BPxiqElNe0jw","McDonald's","6083 Andrews Rd","Mentor","OH","44060",2,"wSJflDkXz9BPxiqElNe0jw","McDonald's","6083 Andrews Rd","Mentor","OH",2,NA,NA,NA,NA,"True",NA
"URmpCBod57A07npzwCp4bA","Subway Restaurants","55 Alpha Dr","Pittsburgh","PA","15238",2.5,"URmpCBod57A07npzwCp4bA","Subway Restaurants","55 Alpha Dr","Pittsburgh","PA",2.5,NA,NA,NA,NA,"False",NA
"vc3z-aoBWCm8R94bfzU1dA","Subway Restaurants","7343 Saltsburg Rd, Unit A","Pittsburgh","PA","15235",2,"vc3z-aoBWCm8R94bfzU1dA","Subway Restaurants","7343 Saltsburg Rd, Unit A","Pittsburgh","PA",2,NA,NA,NA,NA,NA,NA
"RtDfRUa_ahMBVcoWzuh-9w","Dairy Queen Grill & Chill","8895 Darrow Rd","Twinsburg","OH","44087",3.5,"RtDfRUa_ahMBVcoWzuh-9w","Dairy Queen Grill & Chill","8895 Darrow Rd","Twinsburg","OH",3.5,NA,NA,NA,"True","False",NA
"HfQm-rq78QfSeJmm0i1I9Q","QDOBA Mexican Eats","5401 Caddis Bend Rd","Fitchburg","WI","53711",3,"HfQm-rq78QfSeJmm0i1I9Q","QDOBA Mexican Eats","5401 Caddis Bend Rd","Fitchburg","WI",3,NA,"True","average","True","False",NA
"awGiEZOQ7ldhrzTbibpV2w","McDonald's","5616 Memphis Ave","Cleveland","OH","44144",1,"awGiEZOQ7ldhrzTbibpV2w","McDonald's","5616 Memphis Ave","Cleveland","OH",1,NA,NA,NA,NA,"True",NA
"dCPyV8XCEyE7pyUgzOCDKA","Chipotle Mexican Grill","4800 Baum Blvd","Pittsburgh","PA","15213",3.5,"dCPyV8XCEyE7pyUgzOCDKA","Chipotle Mexican Grill","4800 Baum Blvd","Pittsburgh","PA",3.5,NA,"True","average","True","False",NA
"vcV1q5onsIMFhOBxwNow7A","McDonald's","22535 Lorain Rd","Fairview Park","OH","44126",2.5,"vcV1q5onsIMFhOBxwNow7A","McDonald's","22535 Lorain Rd","Fairview Park","OH",2.5,NA,"False","loud",NA,"True",NA
"qou7HXpSiGdNzSmxhf59XA","4B Cafe","787 N Main St, Ste 106","Oregon","WI","53575",4,"qou7HXpSiGdNzSmxhf59XA","4B Cafe","787 N Main St, Ste 106","Oregon","WI",4,NA,NA,"quiet","False","False",NA
"n0gAJPW7-H9cS71FC5dSqg","Taco Bell","7753 Mentor Avenue","Mentor","OH","44060",3,"n0gAJPW7-H9cS71FC5dSqg","Taco Bell","7753 Mentor Avenue","Mentor","OH",3,NA,"False","quiet","False","True","False"
"9z7Nlp24nc4nUbtaQDKOAQ","Burger King","105 Evco Circle","De Forest","WI","53532",3,"9z7Nlp24nc4nUbtaQDKOAQ","Burger King","105 Evco Circle","De Forest","WI",3,NA,NA,NA,NA,"True",NA
"8GHYb_wgp2eYPHsNvWrOVQ","Arby's","15112 Pearl Rd","Strongsville","OH","44136",2.5,"8GHYb_wgp2eYPHsNvWrOVQ","Arby's","15112 Pearl Rd","Strongsville","OH",2.5,NA,NA,"quiet",NA,NA,NA
"2ySggR1WGE4A4cD03akTcQ","McDonald's","1069 N Court St","Medina","OH","44256",3,"2ySggR1WGE4A4cD03akTcQ","McDonald's","1069 N Court St","Medina","OH",3,NA,"False","quiet","False","True",NA
"CKqHfvcqx73-Uz0xGMHL6Q","Wingin Out","301 E Green St","Champaign","IL","61820",2.5,"CKqHfvcqx73-Uz0xGMHL6Q","Wingin Out","301 E Green St","Champaign","IL",2.5,NA,"True","loud","False","True",NA
"65hBODeVEvHwi6jWMhR1ww","Jimmy John's","836 W St Clair Ave","Cleveland","OH","44113",2.5,"65hBODeVEvHwi6jWMhR1ww","Jimmy John's","836 W St Clair Ave","Cleveland","OH",2.5,"None","True","average","True","True","True"
"Dz5cc8BKyHc_8pUTxbCXkA","KFC","7843 Munson Rd","Mentor On The Lake","OH","44060",2.5,"Dz5cc8BKyHc_8pUTxbCXkA","KFC","7843 Munson Rd","Mentor On The Lake","OH",2.5,NA,"False",NA,NA,"True",NA
"G4JLnk8TkeAhZ71V4Pof8A","Panda Express","4155 William Penn Hwy","Monroeville","PA","15146",3,"G4JLnk8TkeAhZ71V4Pof8A","Panda Express","4155 William Penn Hwy","Monroeville","PA",3,NA,NA,"average",NA,"True","False"
"n4J24P38xDD94slTrcp7qA","Jimmy John's","13961 Cedar Rd","South Euclid","OH","44118",4,"n4J24P38xDD94slTrcp7qA","Jimmy John's","13961 Cedar Rd","South Euclid","OH",4,"None","True",NA,NA,"True",NA
"Qwo5XmriFv2KAcNUwxl6_A","McDonald's","1865 New Texas Rd","Plum","PA","15239",2.5,"Qwo5XmriFv2KAcNUwxl6_A","McDonald's","1865 New Texas Rd","Plum","PA",2.5,NA,NA,NA,NA,"True",NA
"owV0aSgh4t_9aG56iPxGEw","Panda Express","6895 Ridge Rd","Parma","OH","44129",2.5,"owV0aSgh4t_9aG56iPxGEw","Panda Express","6895 Ridge Rd","Parma","OH",2.5,NA,"False","average","True","False","False"
"cWPk6POuAaK8eYrwZVt5TQ","The Red Caboose","Route 51","Rostraver","PA","15012",4.5,"cWPk6POuAaK8eYrwZVt5TQ","The Red Caboose","Route 51","Rostraver","PA",4.5,NA,NA,"quiet","True","False",NA
"fl2TPNWrchkCbNEg0utjvw","Steak n Shake","2009 Kenyon Rd","Urbana","IL","61802",2,"fl2TPNWrchkCbNEg0utjvw","Steak n Shake","2009 Kenyon Rd","Urbana","IL",2,NA,NA,"average","False","True",NA
"YYEm5MR6HMCQYI0k1wVnXA","Wendy's","3410 William Penn Hwy","Pittsburgh","PA","15235",1.5,"YYEm5MR6HMCQYI0k1wVnXA","Wendy's","3410 William Penn Hwy","Pittsburgh","PA",1.5,NA,"False","average","False","False",NA
"C3Z5nHWtpalpMJDWWqurcw","Max & Erma's","900 Gamma Dr","Pittsburgh","PA","15238",3,"C3Z5nHWtpalpMJDWWqurcw","Max & Erma's","900 Gamma Dr","Pittsburgh","PA",3,NA,"True","average","False","False",NA
"j-cWaWDwmAeZZGSEERIcaQ","McDonald's","17638 Chillicothe Rd","Bainbridge","OH","44023",3,"j-cWaWDwmAeZZGSEERIcaQ","McDonald's","17638 Chillicothe Rd","Bainbridge","OH",3,NA,"True","average","False","True","False"
"DN7fUnbXuvasM0JU8Ii7aQ","Subway Restaurants","22029 Lorain Rd","Fairview Park","OH","44126",3.5,"DN7fUnbXuvasM0JU8Ii7aQ","Subway Restaurants","22029 Lorain Rd","Fairview Park","OH",3.5,NA,NA,NA,NA,NA,NA
"PXJH9H6fJslcNYHnVTgFCQ","Popeyes Louisiana Kitchen","7020 Carnegie Ave","Cleveland","OH","44103",2.5,"PXJH9H6fJslcNYHnVTgFCQ","Popeyes Louisiana Kitchen","7020 Carnegie Ave","Cleveland","OH",2.5,NA,"False","average","False","False",NA
"Uc2PqdAPWPMxe6_YHB4wHQ","Wendy's","1703 S. Braddock Ave","Swissvale","PA","15218",2,"Uc2PqdAPWPMxe6_YHB4wHQ","Wendy's","1703 S. Braddock Ave","Swissvale","PA",2,NA,NA,NA,"False","False",NA
"fu_holJh_R4kZklLnJZbtw","Quiznos","1980 Cooper Foster Park Rd W","Lorain","OH","44053",5,"fu_holJh_R4kZklLnJZbtw","Quiznos","1980 Cooper Foster Park Rd W","Lorain","OH",5,NA,"True",NA,NA,"False",NA
"ZsXooo1ndVmHWb9KZfvkaQ","Penn Station East Coast Subs","1597 Washington Pike, Ste A837","Bridgeville","PA","15017",4,"ZsXooo1ndVmHWb9KZfvkaQ","Penn Station East Coast Subs","1597 Washington Pike, Ste A837","Bridgeville","PA",4,NA,"True","average","False",NA,"False"
"clmjilkPbjl3B5qRSHB1rQ","Auntie Anne's","230 W Huron Rd","Cleveland","OH","44113",2.5,"clmjilkPbjl3B5qRSHB1rQ","Auntie Anne's","230 W Huron Rd","Cleveland","OH",2.5,NA,NA,NA,NA,NA,NA
"cprIQ1e2be5LD7jpPEyiSw","McDonald's","3051 E Washington Ave","Madison","WI","53704",3,"cprIQ1e2be5LD7jpPEyiSw","McDonald's","3051 E Washington Ave","Madison","WI",3,NA,"False","quiet","False","False",NA
"WZNW2rL5BSL4JdHe2Np2Qw","Potbelly Sandwich Shop","1278-1280 Som Center Rd","Mayfield Heights","OH","44124",3,"WZNW2rL5BSL4JdHe2Np2Qw","Potbelly Sandwich Shop","1278-1280 Som Center Rd","Mayfield Heights","OH",3,NA,"True","average","False","True",NA
"7dnXdS-vLMqGogRmTUi76A","McDonald's","199 W Garfield","Aurora","OH","44202",2,"7dnXdS-vLMqGogRmTUi76A","McDonald's","199 W Garfield","Aurora","OH",2,NA,NA,NA,NA,"False",NA
"-ga9DRU4HE6Li9_tWH3_Fg","McDonald's","651 W Main St","Waunakee","WI","53597",2.5,"-ga9DRU4HE6Li9_tWH3_Fg","McDonald's","651 W Main St","Waunakee","WI",2.5,NA,NA,NA,NA,NA,NA
"nwjIvTxJt2GpMoKzuKWIBQ","McDonald's","2518 W Liberty Rd","Pittsburgh","PA","15226",2,"nwjIvTxJt2GpMoKzuKWIBQ","McDonald's","2518 W Liberty Rd","Pittsburgh","PA",2,NA,"False","average","False","True",NA
"9en49YH_NJmTOUqN2GO8LA","Taco Bell","15500 Detroit Avenue","Lakewood","OH","44107",2,"9en49YH_NJmTOUqN2GO8LA","Taco Bell","15500 Detroit Avenue","Lakewood","OH",2,NA,"False","average","False","True",NA
"ZjJzuxjpOTAPWTFbaX06ew","Subway Restaurants","703 Eastwood Ctr Dr, Ste A","Mahomet","IL","61853",2.5,"ZjJzuxjpOTAPWTFbaX06ew","Subway Restaurants","703 Eastwood Ctr Dr, Ste A","Mahomet","IL",2.5,NA,NA,"average","False","False",NA
"WkHVtY5voeLCvv61klhUnA","Arby's","4 Collins Ct","Madison","WI","53716",3,"WkHVtY5voeLCvv61klhUnA","Arby's","4 Collins Ct","Madison","WI",3,NA,"False","quiet","False","False","False"
"6aFrBN7Wr1XNS76U_GZ2yw","Subway Restaurants","27237 Wolf Rd","Bay Village","OH","44140",3,"6aFrBN7Wr1XNS76U_GZ2yw","Subway Restaurants","27237 Wolf Rd","Bay Village","OH",3,NA,NA,NA,NA,NA,NA
"2J0mx9CAcP01RpwQkdBcGw","Taco Bell","2169 Deming Way, Ste 100","Middleton","WI","53562",2.5,"2J0mx9CAcP01RpwQkdBcGw","Taco Bell","2169 Deming Way, Ste 100","Middleton","WI",2.5,NA,"True","average","False","True",NA
"nrxmMlgoiScXTLIGzv3o5Q","Wendy's","515 E. Main Street","Kent","OH","44240",1.5,"nrxmMlgoiScXTLIGzv3o5Q","Wendy's","515 E. Main Street","Kent","OH",1.5,NA,"False","quiet","False","False",NA
"avgWQOnKiRAoJiG4RMDeiQ","Burger King","810 North Main Street","Oregon","WI","53575",2,"avgWQOnKiRAoJiG4RMDeiQ","Burger King","810 North Main Street","Oregon","WI",2,NA,NA,NA,"False",NA,NA
"iDuwJjTE5Sw_bb3aFSTBCg","Subway Restaurants","526 Penn Ave","Pittsburgh","PA","15222",3,"iDuwJjTE5Sw_bb3aFSTBCg","Subway Restaurants","526 Penn Ave","Pittsburgh","PA",3,NA,NA,NA,NA,"False",NA
"9mYjIQ-9DKMuR8kM5M2gtw","Chick-fil-A","100 Robinson Center Dr","Pittsburgh","PA","15205",4,"9mYjIQ-9DKMuR8kM5M2gtw","Chick-fil-A","100 Robinson Center Dr","Pittsburgh","PA",4,NA,NA,"average",NA,"False",NA
"8r9G0fUJpCFnbFWMdzzdMw","Burger King","3305 Clark Ave","Cleveland","OH","44109",1.5,"8r9G0fUJpCFnbFWMdzzdMw","Burger King","3305 Clark Ave","Cleveland","OH",1.5,NA,NA,NA,NA,"True",NA
"CxvirkRLRYaspG6GKn73YQ","McDonald's","22801 Emery Rd","Warrensville Heights","OH","44128",1,"CxvirkRLRYaspG6GKn73YQ","McDonald's","22801 Emery Rd","Warrensville Heights","OH",1,NA,NA,NA,"False","False",NA
"2ggCa6Lfc3M2xtQwjwMPfg","Subway Restaurants","16208 Madison Ave","Lakewood","OH","44107",3,"2ggCa6Lfc3M2xtQwjwMPfg","Subway Restaurants","16208 Madison Ave","Lakewood","OH",3,NA,"True","average","False",NA,NA
"Na4PriVltR13E48ZdVRl6A","McDonald's","4618 William Flynn Hwy","Hampton Township","PA","15101",3.5,"Na4PriVltR13E48ZdVRl6A","McDonald's","4618 William Flynn Hwy","Hampton Township","PA",3.5,NA,NA,NA,NA,"True",NA
"vUf4Zs8vaZy8-GU-Yi4H6A","Dairy Queen","1005 W Bagley Rd","Berea","OH","44017",3,"vUf4Zs8vaZy8-GU-Yi4H6A","Dairy Queen","1005 W Bagley Rd","Berea","OH",3,NA,NA,NA,"True","False",NA
"CfwrsG76Wm4iLS22v_wAcg","McDonald's","6421 Pearl Rd","Parma Heights","OH","44130",2.5,"CfwrsG76Wm4iLS22v_wAcg","McDonald's","6421 Pearl Rd","Parma Heights","OH",2.5,NA,NA,"loud","False","True",NA
"yBTdIuZsQIbyZKn4i8n76A","Subway Restaurants","13113 Shaker Blvd, Unit D1-D5","Cleveland","OH","44120",1.5,"yBTdIuZsQIbyZKn4i8n76A","Subway Restaurants","13113 Shaker Blvd, Unit D1-D5","Cleveland","OH",1.5,NA,NA,NA,NA,NA,NA
"2BKcHO7WQ0iGke6EBs_Dsg","Taco Bell","600 W. Main Street","Waunakee","WI","53597",2,"2BKcHO7WQ0iGke6EBs_Dsg","Taco Bell","600 W. Main Street","Waunakee","WI",2,NA,"False","average",NA,"False",NA
"n8tzdLv8oREwZF6e8u7Hkw","Wendy's","3910 Washington Ave","Madison","WI","53704",2,"n8tzdLv8oREwZF6e8u7Hkw","Wendy's","3910 Washington Ave","Madison","WI",2,NA,"False","average","False","False",NA
"4PxeFwWzGW5PnUkknwen3g","Wendy's","14015 Lorain Ave.","Cleveland","OH","44111",1.5,"4PxeFwWzGW5PnUkknwen3g","Wendy's","14015 Lorain Ave.","Cleveland","OH",1.5,NA,NA,NA,NA,NA,NA
